time,vehicle_id,speed
97,42,0
98,42,2.34132441152442
99,42,4.92443905434921
100,42,6.7941151005852
101,42,9.0140445971828
102,42,10.8847140522845
103,42,13.1543947029121
103,45,0
104,42,13.2359850407893
104,45,1.66769301731466
105,42,13.7882304883549
105,45,3.71845397981472
106,42,12.7036412102987
106,45,5.14533769542875
107,42,13.215089859702
107,45,6.47271967568502
108,42,12.91458865005
108,45,8.43194520855062
108,47,0
109,42,13.3762849850024
109,45,9.79813247511994
109,47,2.38113418353524
110,42,13.6479302460116
110,45,11.3066086869583
110,47,3.97020150622111
111,42,13.1951885170315
111,45,13.1245418967673
111,47,5.57718567021033
112,42,13.2658358198796
112,45,13.2459352255702
112,47,7.85980279650831
113,42,12.9135936129336
113,45,14.1205736427385
113,47,9.89863121850695
114,42,13.3862354678229
114,45,13.1344927576211
114,47,12.3215461692111
115,42,13.8428320801778
115,45,13.4767837409376
115,47,12.5016478913782
116,42,13.4767837409376
116,45,13.969327113358
116,47,13.3464339806557
117,42,12.7026453937753
117,45,13.0548879734757
117,47,12.8439402054042
118,42,12.8439402054042
118,45,13.8887292435269
118,47,13.2548934360107
119,42,13.5573817531262
119,45,13.5175811445687
119,47,12.6837415615425
120,42,12.7235411737456
120,45,13.3762849850024
120,47,13.4767837409376
121,42,13.2956872706904
121,45,13.9419510829726
121,47,12.7832429375335
122,42,13.2051391511033
122,45,12.9046387008704
122,47,12.8240399250782
123,42,13.5882302011704
123,45,13.9185811058455
123,47,12.722546914828
124,42,12.8230456600607
124,45,12.8737912053909
124,47,13.0648383074572
125,42,12.9742899613042
125,45,14.0101249102212
125,47,12.9444389604185
126,42,13.1862352474086
126,45,14.0797762766317
126,47,13.7464177151722
127,42,13.1046403994921
127,45,12.8936922562934
127,47,13.2160848968217
128,42,12.8041399554988
128,45,13.8688283571468
128,47,13.0847392025979
129,42,13.7981810395429
129,45,13.0051374464094
129,47,13.0150873988614
130,42,13.0548879734757
130,45,13.3255393887077
130,47,13.4160873580936
131,42,12.923544405464
131,45,14.0499252667051
131,47,12.7931935027967
132,42,13.3663345760908
132,45,13.5673320885132
132,47,12.3822453537313
133,42,13.0747887172222
133,45,13.7981810395428
133,47,12.5822454275856
134,42,13.2459352255701
134,45,13.2061349379749
134,47,13.0847392025978
135,42,12.8737912053909
135,45,12.9245386764867
135,47,12.4916972425688
136,42,9.45683350810407
136,45,13.043944955419
136,47,13.0857365096505
137,42,5.05578876141003
137,45,13.4270324346074
137,47,12.7424487442563
138,42,1.9801262586007
