time,vehicle_id,x,y
2998,1284,3.64,-11.83
806,322,3.64,-11.83
2260,942,20.18,153.59
1089,444,3.64,-11.83
679,260,24.44,196.19
1967,835,0.46,-11.51
1759,739,28.76,239.37
2282,942,51.65,468.22
1093,445,0.46,-11.51
160,21,31.68,300.67
3231,1413,-44.71,-495.41
399,161,-10.9,-157.24
2768,1188,0.46,-11.51
1169,494,3.64,-11.86
2470,1052,3.64,-11.83
3281,1407,3.64,-11.83
1446,594,3.64,-11.83
2086,889,9.06,42.35
2544,1088,22.49,208.76
524,171,51.71,468.84
685,269,19.16,143.34
59,21,-35.34,-401.68
3282,1407,3.64,-11.83
2841,1222,3.64,-11.83
1474,638,-30.05,-348.75
2248,981,-41.85,-466.74
426,186,-44.71,-495.41
3458,1510,-41.34,-461.65
368,156,-35.76,-405.85
1121,453,23,181.78
1507,638,-0.29,-19
2546,1073,29.34,245.12
3067,1325,-6.78,-116.02
3511,1479,43.4,385.77
2956,1284,-22.21,-270.36
1931,823,3.64,-11.83
2238,942,3.64,-11.83
2362,981,38.8,339.72
1021,445,-44.04,-488.7
2500,1088,-34.35,-391.82
668,279,-9.96,-147.83
379,161,-35.63,-404.54
1372,563,9.54,47.21
2620,1123,23.23,184.07
1527,638,-0.29,-18.97
1469,594,19.58,147.53
2600,1123,-2.85,-76.74
1740,725,30.22,253.99
3188,1389,-32.72,-375.45
2276,942,43.05,382.22
621,238,47.4,425.76
3517,1479,51.21,463.83
3339,1413,38.89,340.6
820,343,-13.4,-182.23
443,161,43.48,386.52
3294,1407,3.64,-11.83
488,209,-34.58,-394.07
2107,863,52.06,472.31
2468,1073,-29.99,-348.12
2741,1188,-12.72,-175.47
2228,954,2.89,-19.29
823,323,0.46,-11.51
652,279,-30.27,-350.95
3113,1325,3.64,-11.83
1124,444,33.96,291.39
2877,1239,9.36,45.37
2254,954,8.39,35.68
2858,1239,-15.87,-206.91
1708,746,-44.11,-489.43
3000,1294,0.46,-11.54
274,100,0.46,-11.51
1684,725,-14.49,-193.17
1511,632,3.64,-11.83
467,171,3.64,-11.83
366,125,49.4,445.7
2476,1052,3.64,-11.83
3244,1407,-15.8,-206.28
493,171,10.36,55.41
1052,406,52.1,472.67
598,238,14.38,95.51
1022,404,7.82,62.13
1747,758,-31.28,-361.09
2746,1188,-5.32,-101.49
459,186,-6.96,-117.82
422,169,-9.48,-143.04
318,125,-8.73,-135.58
2490,1052,3.64,-11.83
2150,931,-22.8,-276.25
390,151,3.64,-11.83
1502,630,47.45,426.19
524,207,3.74,-10.83
138,14,5.78,9.59
1372,595,-34.34,-391.63
2351,1002,10.04,52.17
1822,758,16.93,153.23
530,207,3.74,-10.83
95,14,3.64,-11.83
1457,594,5.55,7.29
52,21,-43.54,-483.7
1725,730,7.78,29.52
974,425,-44.03,-488.56
2079,889,1.63,-31.96
1099,464,-2.3,-71.2
487,199,-9.4,-142.22
3058,1316,8.26,34.38
1098,453,2.89,-19.29
284,100,0.46,-11.51
2007,835,37.53,327.06
2648,1136,3.64,-11.83
1496,595,49.05,474.46
1190,503,1.01,-6.03
1046,425,34.07,292.4
464,179,2.89,-19.29
2299,1002,-39.52,-443.52
1187,503,-0.74,-23.48
1740,730,27.51,226.83
1693,730,-18.8,-236.21
1206,515,-10.33,-151.52
1001,406,0.46,-11.51
439,169,0.45,-11.6
1156,494,-10.76,-155.81
2337,981,5.9,10.82
608,260,-31.08,-359.11
3237,1413,-40.3,-451.23
635,260,3.58,-12.39
641,260,3.64,-11.83
1363,594,-41.74,-465.69
1386,594,-14.87,-196.96
2518,1088,-9.69,-145.1
1280,549,-17.55,-223.77
559,207,3.74,-10.83
2462,1052,3.64,-11.83
3323,1443,-14.93,-197.54
530,199,43.63,388.05
1102,444,3.79,-10.3
3337,1426,42.51,409
3449,1490,2.15,-26.75
109,21,0.46,-11.51
1475,594,26.73,219.02
3103,1325,3.64,-11.83
461,186,-4.55,-93.76
3150,1332,33.79,321.85
2518,1090,-17.69,-225.15
2331,981,3.64,-11.83
1039,425,26.05,212.26
1074,445,0.46,-11.51
472,186,-0.29,-18.98
818,322,3.64,-11.83
2485,1073,-11.53,-131.4
1910,835,-44.46,-492.91
239,100,-35.12,-399.47
3308,1407,9.04,42.16
1186,494,3.64,-11.83
3244,1413,-31.03,-358.61
3341,1426,47.97,463.6
3020,1284,3.64,-11.83
1417,594,3.64,-11.83
1785,758,0.46,-11.51
739,322,-44.2,-490.32
401,161,-8.44,-132.67
