time,vehicle_id,x,y
714,311,-44.24,-490.69
3015,1296,-0.29,-18.97
434,174,-1.43,-30.41
1229,505,-146.6,19.48
103,38,-29.58,-344.02
341,131,-29.15,4.53
3096,1296,-460.25,50.85
3045,1300,-1.05,-26.62
3413,1492,-44.71,-495.41
3434,1491,-18.08,-196.86
3489,1491,-1.03,-26.43
949,401,-10.27,-118.83
3114,1328,-433.01,48.13
3364,1435,-401.33,41.74
1001,416,-0.29,-18.97
935,392,-1.72,-33.33
1686,729,-26.86,-284.65
1771,729,-310.07,35.83
128,38,-3.9,-55.09
3305,1427,-0.93,-25.46
795,329,-0.29,-18.98
794,315,-101.81,11.79
1625,704,-29.76,-345.82
1347,570,0.44,-11.75
2441,1067,-44.57,-493.98
2306,997,-12.37,-139.8
2033,846,-321.05,36.93
3534,1492,-285.95,33.42
1757,729,-130.61,14.67
3136,1361,-21.84,-234.48
2292,997,-34.36,-359.68
2207,948,-0.9,-25.07
3070,1333,-26.75,-283.54
978,384,-362.42,41.07
2411,1039,-5.85,-74.65
2102,872,-77.79,9.39
1802,788,-44.71,-495.41
2700,1152,-0.29,-18.97
2024,859,-172.17,18.83
2301,997,-18.65,-202.55
468,174,-430.06,47.83
3014,1296,-0.29,-18.97
3286,1404,0.56,-10.51
419,174,-22.81,-244.21
3471,1507,-12.33,-139.43
3076,1309,-46.62,6.27
218,63,0.46,-11.51
2083,910,-44.58,-494.09
2471,1063,-0.29,-18.98
2258,952,-0.29,-18.97
3125,1336,-1.03,-26.43
1930,800,-128.21,14.43
2988,1261,-126.79,14.29
3305,1435,-20.28,-218.87
3534,1484,-330.23,37.85
1188,511,-24.05,-256.58
1467,628,-5.72,-73.35
113,29,-0.29,-18.97
920,401,-43.59,-484.19
1350,570,0.46,-11.51
3124,1336,-1.03,-26.43
2149,910,0.46,-11.51
586,256,-44.71,-495.41
2528,1067,-0.29,-18.97
154,29,0.46,-11.51
3091,1333,-1.99,-35.97
2219,963,-27.57,-291.79
3543,1507,-412.54,42.86
983,401,-306.87,35.51
2386,997,-364.64,38.07
265,84,-112.95,12.91
802,315,-202.45,21.85
909,364,-447.66,49.59
1202,511,-2.89,-44.99
1673,729,-40.34,-451.64
2360,1020,-11.92,-135.31
2466,1063,-2.82,-44.36
3039,1328,-44.04,-488.67
730,315,-37.42,-422.49
774,315,-2.53,-41.36
1430,586,-446.46,46.25
2648,1110,-318.9,36.72
804,303,-404.75,45.3
909,384,-5.69,-73.04
3597,1565,-26.75,-283.57
1293,544,-1.03,-26.43
1001,417,-1.03,-26.43
3034,1300,-1.78,-33.9
2268,964,-2.53,-41.36
652,256,0.46,-11.51
2259,952,-0.29,-18.97
3555,1526,0.46,-11.51
3288,1435,-39.98,-448.03
2168,948,-44.71,-495.41
3055,1309,-1.78,-33.9
3465,1512,-38.23,-430.53
2373,1020,-41.11,5.72
2073,878,-0.29,-18.97
1342,586,-44.04,-488.72
491,214,-44.53,-493.54
3026,1300,-1.78,-33.9
354,131,-216.03,23.21
99,35,-26.38,-312.11
1428,577,-446.17,46.22
3499,1526,-36.07,-408.99
2907,1244,-141.23,18.95
1030,417,-0.29,-18.97
442,174,-63.33,7.94
568,214,-1.03,-26.43
2643,1152,-36.84,-416.69
638,256,0.46,-11.51
952,402,-10.5,-121.11
629,214,-367.56,41.58
997,401,-487.14,53.54
1949,846,-29.43,-342.53
2483,1046,-440.66,45.67
2670,1150,-4.24,-58.52
2396,1039,-25.53,-271.42
604,234,-17.27,3.34
562,214,-1.03,-26.43
967,392,-151.37,16.75
2385,997,-347.24,36.33
1077,471,-44.71,-495.41
3193,1333,-466.2,51.45
2397,1046,-41.9,-467.24
3481,1507,-3.27,-48.83
2981,1277,-7.26,1.91
2551,1067,-160.87,17.7
3048,1296,0.46,-11.51
1692,729,-19.31,-209.23
2243,966,-5.16,-67.71
2032,846,-307.11,35.54
1314,533,-127.17,14.33
1740,726,0.46,-11.51
1418,570,-308.74,35.7
974,416,-19.76,-213.65
1548,658,-1.03,-26.43
2498,1067,-1.03,-26.43
1255,544,-33.51,-383.41
3096,1333,-0.29,-19
1704,726,0.45,-11.59
2238,966,-12.02,-136.26
914,392,-28.93,-305.35
1158,471,-396.18,41.22
2261,964,-2.53,-41.36
3442,1484,0.46,-11.51
1487,624,-85.07,10.12
1916,800,0.46,-11.51
2042,846,-441.79,49.01
190,68,-14.23,-158.42
2306,964,-249.57,29.78
1367,586,-14.54,-161.51
3188,1336,-440.27,48.85
764,315,-2.53,-41.4
1655,704,-3.14,-0.06
120,38,-13.13,-147.44
1986,859,-21.54,-231.53
2198,952,-23.36,-249.69
1569,662,-0.6,-22.15
194,63,0.45,-11.59
98,35,-27.58,-324.02
3176,1336,-276.28,29.24
797,315,-140.97,15.71
237,67,-0.29,-18.97
1240,533,-25.06,-266.72
2133,887,-402.41,45.07
1526,662,-34.72,-395.46
2558,1087,-212.36,26.06
3498,1485,-0.29,-18.97
1454,628,-25.66,-272.69
2318,997,-0.43,-20.45
3513,1507,-0.07,-16.76
89,29,-23.95,-255.61
