time,vehicle_id,x,y
1465,632,-24.8,-296.24
829,343,-4.57,-93.94
2370,981,49.43,446.06
106,21,0.46,-11.51
2613,1123,12.99,81.63
2058,889,-20.77,-255.98
304,91,3.64,-11.83
2309,981,3.64,-11.83
3407,1479,-15.63,-204.52
1362,595,-44.45,-492.82
859,323,24.65,230.45
3153,1332,38.53,369.21
1271,515,3.64,-11.83
1324,563,1.69,-31.37
508,169,25.31,204.83
2313,1002,-22.32,-271.47
527,199,40.02,351.91
2866,1222,6.54,17.17
2062,893,-24.72,-295.44
952,406,-19.39,-242.18
1306,549,17.4,125.77
471,199,-28.76,-335.85
1689,725,-7.73,-125.56
2904,1239,45.19,403.59
484,179,2.89,-19.29
2617,1090,23.27,184.45
462,179,2.89,-19.29
3178,1389,-44.27,-491.01
3280,1426,-22.59,-274.2
418,169,-13.86,-186.83
1535,638,-0.29,-18.97
3111,1325,3.64,-11.83
2974,1294,-31.27,-328.79
3528,1537,-30.66,-354.85
2542,1088,19.74,181.35
3232,1407,-30.58,-354.09
1102,453,2.89,-19.29
336,118,29.15,275.4
3169,1347,43.43,386.05
488,169,1.41,-1.96
1372,594,-31.14,-359.7
887,343,3.64,-11.83
2084,889,6.94,21.2
509,207,3.54,-12.79
1242,515,3.64,-11.83
3065,1284,36.89,320.59
762,322,-15.78,-206.02
410,171,-27.27,-288.8
2369,1023,-4.74,-95.6
159,14,26.29,246.82
2910,1239,53.04,482.11
1030,406,23.1,182.72
524,210,-0.29,-18.97
139,59,-43.46,-482.9
1189,494,3.64,-11.83
2217,954,-3.88,-87
1003,425,-12.06,-168.84
3428,1479,3.64,-11.83
2539,1090,3.64,-11.86
171,59,-1.93,-35.38
2963,1294,-42.54,-473.64
1834,782,3.5,-13.22
1094,464,-8.3,-131.25
3238,1407,-23.22,-280.49
1702,734,-21.42,-262.49
2528,1055,22.12,172.91
808,322,3.64,-11.83
1326,563,3.34,-14.8
1497,638,-0.66,-54.82
2901,1239,41.28,364.51
2434,1052,-14.05,-188.73
1824,758,19.15,175.42
2218,954,-2.61,-74.36
2487,1069,-5.09,-99.15
248,91,3.51,-13.1
3087,1332,0.46,-11.51
1091,453,2.89,-19.29
553,210,-0.29,-18.97
1425,595,0.46,-11.51
3076,1325,3.08,-17.4
1547,638,-0.29,-18.97
871,374,-32.06,-368.88
2333,981,3.64,-11.83
3405,1443,22.71,178.88
281,91,3.64,-11.83
510,210,-10.76,-155.88
2048,863,3.64,-11.83
559,209,0.46,-11.51
3157,1347,26.37,215.48
